position,n_variants,is_variable,syn_changes,nonsyn_changes,total_changes
1,1,False,0,0,0
2,1,False,0,0,0
3,1,False,0,0,0
4,2,True,0,1,1
5,2,True,0,1,1
6,1,False,0,0,0
7,1,False,0,0,0
8,2,True,0,1,1
9,2,True,1,0,1
10,1,False,0,0,0
11,2,True,0,1,1
12,1,False,0,0,0
13,1,False,0,0,0
14,1,False,0,0,0
15,0,False,0,0,0
16,1,False,0,0,0
17,1,False,0,0,0
18,1,False,0,0,0
19,2,True,0,1,1
20,1,False,0,0,0
21,3,True,1,1,2
22,1,False,0,0,0
23,2,True,0,1,1
24,2,True,0,1,1
25,1,False,0,0,0
26,1,False,0,0,0
27,1,False,0,0,0
28,2,True,0,1,1
29,1,False,0,0,0
30,1,False,0,0,0
31,1,False,0,0,0
32,1,False,0,0,0
33,1,False,0,0,0
34,1,False,0,0,0
35,1,False,0,0,0
36,3,True,1,1,2
37,3,True,0,1,1
38,1,False,0,0,0
39,1,False,0,0,0
40,1,False,0,0,0
41,1,False,0,0,0
42,1,False,0,0,0
43,1,False,0,0,0
44,2,True,1,0,1
45,1,False,0,0,0
46,1,False,0,0,0
47,2,True,0,1,1
48,1,False,0,0,0
49,3,True,0,1,1
50,1,False,0,0,0
51,1,False,0,0,0
52,2,True,0,1,1
53,1,False,0,0,0
54,1,False,0,0,0
55,1,False,0,0,0
56,2,True,0,1,1
57,1,False,0,0,0
58,1,False,0,0,0
59,1,False,0,0,0
60,1,False,0,0,0
61,3,True,0,1,1
62,2,True,1,0,1
63,3,True,1,1,2
64,3,True,0,1,1
65,1,False,0,0,0
66,1,False,0,0,0
67,1,False,0,0,0
68,3,True,0,1,1
69,1,False,0,0,0
70,2,True,0,1,1
71,1,False,0,0,0
72,1,False,0,0,0
73,1,False,0,0,0
74,1,False,0,0,0
75,2,True,0,1,1
76,2,True,0,1,1
77,2,True,0,1,1
78,1,False,0,0,0
79,3,True,1,1,2
80,2,True,0,1,1
81,1,False,0,0,0
82,1,False,0,0,0
83,1,False,0,0,0
84,1,False,0,0,0
85,1,False,0,0,0
86,1,False,0,0,0
87,1,False,0,0,0
88,1,False,0,0,0
89,1,False,0,0,0
90,2,True,0,1,1
91,1,False,0,0,0
92,1,False,0,0,0
93,1,False,0,0,0
94,3,True,0,1,1
95,2,True,0,1,1
96,2,True,0,1,1
97,3,True,0,1,1
98,2,True,0,1,1
99,2,True,0,1,1
100,3,True,1,1,2
101,1,False,0,0,0
102,3,True,0,1,1
103,2,True,1,0,1
104,2,True,0,1,1
105,2,True,0,1,1
106,2,True,0,1,1
107,1,False,0,0,0
108,1,False,0,0,0
109,1,False,0,0,0
110,3,True,1,1,2
111,1,False,0,0,0
112,1,False,0,0,0
113,1,False,0,0,0
114,3,True,1,1,2
115,1,False,0,0,0
116,1,False,0,0,0
117,2,True,0,1,1
118,1,False,0,0,0
119,2,True,0,1,1
120,1,False,0,0,0
121,2,True,0,1,1
122,2,True,0,1,1
123,1,False,0,0,0
124,2,True,0,1,1
125,1,False,0,0,0
126,2,True,0,1,1
127,2,True,0,1,1
128,2,True,0,1,1
129,1,False,0,0,0
130,2,True,0,1,1
131,2,True,0,1,1
132,1,False,0,0,0
133,3,True,0,1,1
134,3,True,0,1,1
135,2,True,0,1,1
136,2,True,0,1,1
137,1,False,0,0,0
138,1,False,0,0,0
139,1,False,0,0,0
140,1,False,0,0,0
141,1,False,0,0,0
142,2,True,0,1,1
143,2,True,0,1,1
144,2,True,0,1,1
145,3,True,0,1,1
146,1,False,0,0,0
147,5,True,0,1,1
148,2,True,0,1,1
149,2,True,1,0,1
150,1,False,0,0,0
151,1,False,0,0,0
152,1,False,0,0,0
153,1,False,0,0,0
154,1,False,0,0,0
155,1,False,0,0,0
156,2,True,0,1,1
157,3,True,1,1,2
158,2,True,0,1,1
159,2,True,0,1,1
160,1,False,0,0,0
161,1,False,0,0,0
162,3,True,1,1,2
163,2,True,0,1,1
164,2,True,0,1,1
165,2,True,0,1,1
166,3,True,0,1,1
167,2,True,0,1,1
168,3,True,1,1,2
169,3,True,1,1,2
170,2,True,0,1,1
171,3,True,1,1,2
172,1,False,0,0,0
173,1,False,0,0,0
174,2,True,1,0,1
175,1,False,0,0,0
176,2,True,0,1,1
177,2,True,0,1,1
178,1,False,0,0,0
179,1,False,0,0,0
180,4,True,0,1,1
181,1,False,0,0,0
182,2,True,1,0,1
183,1,False,0,0,0
184,2,True,0,1,1
185,3,True,0,1,1
186,2,True,0,1,1
187,1,False,0,0,0
188,1,False,0,0,0
189,2,True,0,1,1
190,2,True,1,0,1
191,1,False,0,0,0
192,3,True,0,1,1
193,3,True,1,1,2
194,1,False,0,0,0
195,1,False,0,0,0
196,1,False,0,0,0
197,1,False,0,0,0
198,2,True,0,1,1
199,1,False,0,0,0
200,1,False,0,0,0
201,2,True,0,1,1
202,1,False,0,0,0
203,1,False,0,0,0
204,1,False,0,0,0
205,1,False,0,0,0
206,3,True,0,1,1
207,1,False,0,0,0
208,1,False,0,0,0
209,1,False,0,0,0
210,2,True,0,1,1
211,1,False,0,0,0
212,1,False,0,0,0
213,1,False,0,0,0
214,1,False,0,0,0
215,2,True,0,1,1
216,1,False,0,0,0
217,1,False,0,0,0
218,1,False,0,0,0
219,3,True,1,1,2
220,2,True,1,0,1
221,2,True,0,1,1
222,2,True,0,1,1
223,1,False,0,0,0
224,2,True,1,0,1
225,1,False,0,0,0
226,3,True,0,1,1
227,2,True,0,1,1
228,1,False,0,0,0
229,2,True,1,0,1
230,2,True,0,1,1
231,1,False,0,0,0
232,1,False,0,0,0
233,2,True,0,1,1
234,1,False,0,0,0
235,3,True,1,1,2
236,1,False,0,0,0
237,1,False,0,0,0
238,1,False,0,0,0
239,1,False,0,0,0
240,1,False,0,0,0
241,3,True,0,1,1
242,3,True,1,1,2
243,2,True,1,0,1
244,2,True,0,1,1
245,2,True,0,1,1
246,2,True,0,1,1
247,2,True,0,1,1
248,1,False,0,0,0
249,2,True,0,1,1
250,1,False,0,0,0
251,4,True,1,1,2
252,4,True,0,1,1
253,2,True,0,1,1
254,3,True,0,1,1
255,3,True,0,1,1
256,2,True,0,1,1
257,2,True,0,1,1
258,2,True,0,1,1
259,3,True,0,1,1
260,2,True,0,1,1
261,2,True,0,1,1
262,2,True,0,1,1
263,1,False,0,0,0
264,2,True,0,1,1
265,2,True,0,1,1
266,1,False,0,0,0
267,2,True,0,1,1
268,3,True,1,1,2
269,1,False,0,0,0
270,2,True,0,1,1
271,2,True,0,1,1
272,1,False,0,0,0
273,1,False,0,0,0
274,1,False,0,0,0
275,4,True,0,1,1
276,2,True,0,1,1
277,1,False,0,0,0
